arm,lens,symbol,timeframe,window_start,window_end,window_days,adopted_entries,tp_entries,depth,is_n,is_wins,is_stops,is_gross_r_sum,is_net_pp_sum,oos_n,oos_wins,oos_stops,oos_gross_r_sum,oos_net_pp_sum,funding_coverage
zone,pen_5bp,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,122,70,1,31,16,15,8.999999999999998,23.463235338100684,17,8,9,2.999999999999955,-1.1084483715343922,0.8647003745318352
zone,pen_5bp,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,122,70,2,9,5,4,3.500000000000007,14.910076771240046,4,4,0,5.999999999999982,5.700940013909163,0.8647003745318352
zone,pen_5bp,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,122,70,3,0,0,0,0.0,0.0,3,1,2,-0.5000000000000073,-0.7251376255806969,0.8647003745318352
zone,pen_5bp,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,122,70,4,0,0,0,0.0,0.0,1,1,0,1.4999999999999927,1.7717231718295665,0.8647003745318352
zone,pen_5bp,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,122,70,5,0,0,0,0.0,0.0,1,0,1,-1.0,-1.3644487812197028,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,122,70,1,23,12,11,7.000000000000018,7.2947931711159315,13,5,8,-0.5000000000000027,-2.249813827678585,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,122,70,2,7,4,3,3.0000000000000036,12.03867276532741,3,2,1,1.9999999999999927,3.3407875428280236,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,122,70,3,1,1,0,1.5,2.580672763327372,1,1,0,1.4999999999999927,1.7717231718295665,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,122,70,4,0,0,0,0.0,0.0,1,1,0,1.4999999999999927,1.7717231718295665,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,122,70,5,0,0,0,0.0,0.0,1,0,1,-1.0,-1.3644487812197028,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,227,143,1,72,39,33,25.499999999999932,23.510241786840627,24,12,12,5.999999999999993,4.814712833298876,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,227,143,2,25,11,14,2.4999999999999787,8.02749540922671,7,1,6,-4.5,-4.364090187649182,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,227,143,3,5,4,1,4.999999999999998,5.863046605941726,1,1,0,1.5,0.980738189781679,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,227,143,4,3,2,1,2.0000000000000004,4.755920416272377,1,0,1,-1.0,-0.850432793187784,0.8647003745318352
zone,baseline,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,227,143,1,72,39,33,25.50000000000001,24.283331529637756,24,12,12,5.999999999999993,4.661179215645692,0.8647003745318352
zone,baseline,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,227,143,2,26,10,16,-1.0000000000000102,3.982281108231235,7,1,6,-4.5,-4.364090187649182,0.8647003745318352
zone,baseline,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,227,143,3,5,3,2,2.500000000000011,4.075708398941185,1,1,0,1.5,0.980738189781679,0.8647003745318352
zone,baseline,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,227,143,4,3,2,1,2.0000000000000004,4.755920416272377,1,0,1,-1.0,-0.850432793187784,0.8647003745318352
band,baseline,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,227,143,1,58,31,27,19.500000000000014,11.44315604238075,20,9,11,2.500000000000034,1.2949394270050736,0.8647003745318352
band,baseline,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,227,143,2,18,7,11,-0.4999999999999849,6.3081103006861765,2,1,1,0.5,-0.40550893020821643,0.8647003745318352
band,baseline,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,227,143,3,5,3,2,2.4999999999999964,7.359073157649035,1,1,0,1.5,0.980738189781679,0.8647003745318352
band,baseline,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,227,143,4,0,0,0,0.0,0.0,1,0,1,-1.0,-0.7519386601053861,0.8647003745318352
freeze,pen_5bp,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,129,1,62,32,30,17.999999999999943,22.32211594003492,20,11,9,7.499999999999968,5.912857236661601,0.8647003745318352
freeze,pen_5bp,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,129,2,19,8,11,0.9999999999999929,7.225269171703442,5,1,4,-2.5,-3.073815083289051,0.8647003745318352
freeze,pen_5bp,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,129,3,4,3,1,3.499999999999987,5.198686684272221,1,1,0,1.5,0.980738189781679,0.8647003745318352
freeze,pen_5bp,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,129,4,1,1,0,1.4999999999999967,2.688558021233888,1,0,1,-1.0,-0.850432793187784,0.8647003745318352
zone,pen_5bp,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,129,1,63,31,32,14.499999999999964,18.968338807633767,20,11,9,7.499999999999993,5.8116313288011705,0.8647003745318352
zone,pen_5bp,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,129,2,19,8,11,1.0000000000000036,6.375551720017866,5,1,4,-2.5,-3.073815083289051,0.8647003745318352
zone,pen_5bp,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,129,3,4,2,2,1.0000000000000004,3.4113484772716802,1,1,0,1.5,0.980738189781679,0.8647003745318352
zone,pen_5bp,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,129,4,1,1,0,1.4999999999999967,2.688558021233888,1,0,1,-1.0,-0.850432793187784,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,129,1,51,25,26,11.500000000000025,6.8559344522155925,15,7,8,2.500000000000008,2.9211586088905186,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,129,2,14,6,8,1.0000000000000044,4.620926265933003,2,1,1,0.5,-0.4349228124072364,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,129,3,5,4,1,4.9999999999999964,10.729669655177197,1,1,0,1.5,0.980738189781679,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,129,4,0,0,0,0.0,0.0,1,0,1,-1.0,-0.7534766690871483,0.8647003745318352
freeze,baseline,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,63,37,1,15,11,4,12.5,42.256204817933515,15,11,4,12.499999999999948,10.56120099354173,0.0
freeze,baseline,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,63,37,2,10,8,2,9.999999999999996,36.00531530067377,6,2,4,-1.0,-6.019164099258967,0.0
freeze,baseline,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,63,37,3,4,2,2,0.9999999999999896,-1.1565223774863072,1,1,0,1.5,1.0186757998471105,0.0
freeze,baseline,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,63,37,4,1,0,1,-1.0,-2.902461174298436,0,0,0,0.0,0.0,0.0
zone,baseline,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,63,37,1,16,12,4,14.000000000000028,54.26836583759327,15,9,6,7.499999999999992,11.725706387822378,0.0
zone,baseline,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,63,37,2,10,8,2,10.000000000000016,37.877150152689076,7,2,5,-2.0,-3.953121478841524,0.0
zone,baseline,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,63,37,3,4,2,2,1.0000000000000084,-0.7982525981751836,2,1,1,0.5,-1.754395280127579,0.0
zone,baseline,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,63,37,4,1,0,1,-1.0,-2.902461174298436,1,0,1,-1.0,-1.7240158724287167,0.0
band,baseline,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,63,37,1,14,11,3,13.500000000000021,49.922017661587624,13,8,5,7.000000000000057,-1.5086855101452505,0.0
band,baseline,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,63,37,2,9,6,3,6.000000000000003,26.886793868336536,4,1,3,-1.5,-4.253405796643594,0.0
band,baseline,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,63,37,3,2,1,1,0.5000000000000084,0.5043434764083135,1,1,0,1.5000000000000089,1.4085741926400357,0.0
band,baseline,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,63,37,4,0,0,0,0.0,0.0,1,0,1,-1.0,-1.7240158724287167,0.0
freeze,pen_5bp,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,62,36,1,15,11,4,12.5,42.256204817933515,14,10,4,10.999999999999977,10.10691930076577,0.0
freeze,pen_5bp,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,62,36,2,10,8,2,9.999999999999996,36.00531530067377,6,2,4,-1.0,-6.019164099258967,0.0
freeze,pen_5bp,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,62,36,3,4,2,2,0.9999999999999896,-1.1565223774863072,0,0,0,0.0,0.0,0.0
freeze,pen_5bp,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,62,36,4,1,0,1,-1.0,-2.902461174298436,0,0,0,0.0,0.0,0.0
zone,pen_5bp,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,62,36,1,16,12,4,14.000000000000028,54.26836583759327,14,9,5,8.499999999999993,14.565524121245392,0.0
zone,pen_5bp,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,62,36,2,10,8,2,10.000000000000016,37.877150152689076,7,2,5,-2.0,-3.953121478841524,0.0
zone,pen_5bp,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,62,36,3,4,2,2,1.0000000000000084,-0.7982525981751836,2,1,1,0.5,-1.754395280127579,0.0
zone,pen_5bp,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,62,36,4,1,0,1,-1.0,-2.902461174298436,1,0,1,-1.0,-1.7240158724287167,0.0
band,pen_5bp,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,62,36,1,14,11,3,13.500000000000021,49.93294800112132,12,7,5,5.500000000000019,-1.5086855101452505,0.0
band,pen_5bp,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,62,36,2,9,6,3,6.000000000000003,26.886793868336536,4,1,3,-1.5,-4.253405796643594,0.0
band,pen_5bp,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,62,36,3,2,1,1,0.5000000000000084,0.5043434764083135,1,1,0,1.5000000000000089,1.4085741926400357,0.0
band,pen_5bp,DOGE/USDT:USDT,4h,1600128000000,1784678400000,2136.0,62,36,4,0,0,0,0.0,0.0,1,0,1,-1.0,-1.7240158724287167,0.0
freeze,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,1,29,18,11,16.000000000000014,36.5432842623071,18,10,8,6.999999999999995,12.157191831157814,0.0
freeze,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,2,12,10,2,13.00000000000003,39.89643540433801,9,7,2,8.499999999999995,15.376699013845595,0.0
freeze,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,3,5,4,1,5.000000000000009,11.966801295001487,4,2,2,1.0,2.4410374157706682,0.0
freeze,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,4,2,1,1,0.5000000000000084,1.2469054339169312,2,0,2,-2.0,-5.9818748315413055,0.0
zone,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,1,30,17,13,12.499999999999996,31.10355586270641,21,11,10,6.5000000000000036,12.482801758433732,0.0
zone,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,2,11,9,2,11.500000000000018,38.85320838362379,9,7,2,8.5,16.83090141400488,0.0
zone,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,3,5,5,0,7.500000000000009,14.530444852198306,5,3,2,2.5,3.8719983849682236,0.0
zone,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,4,2,1,1,0.5000000000000084,1.2469054339169312,3,1,2,-0.5,-4.55091386234375,0.0
band,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,1,25,16,9,14.999999999999973,31.102229426836097,15,9,6,7.500000000000032,9.680779525574517,0.0
band,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,2,9,9,0,13.500000000000028,34.88769187181346,6,4,2,4.0,7.6983891222004335,0.0
band,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,3,5,5,0,7.500000000000005,12.142975650213637,4,2,2,1.0,-0.7245231251115403,0.0
band,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,4,2,1,1,0.5000000000000653,-0.5872950949680275,1,0,1,-1.0,-2.6253741933464836,0.0
band,baseline,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,116,69,5,1,1,0,1.5,0.0,0,0,0,0.0,0.0,0.0
freeze,pen_5bp,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,108,63,1,26,15,11,11.500000000000009,35.804468761962795,15,7,8,2.5,6.625974505237374,0.0
freeze,pen_5bp,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,108,63,2,9,8,1,11.000000000000018,38.775995543438725,6,4,2,4.0,10.863949663082643,0.0
freeze,pen_5bp,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,108,63,3,4,4,0,6.000000000000009,13.085419030568733,4,2,2,1.0,2.4410374157706682,0.0
freeze,pen_5bp,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,108,63,4,2,1,1,0.5000000000000084,1.2469054339169312,2,0,2,-2.0,-5.9818748315413055,0.0
zone,pen_5bp,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,108,63,1,28,16,12,11.999999999999998,32.356548043059334,17,7,10,0.49999999999999467,4.931394054434315,0.0
zone,pen_5bp,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,108,63,2,10,9,1,12.500000000000018,40.221021365068296,7,5,2,5.5,12.294910632280198,0.0
zone,pen_5bp,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,108,63,3,5,5,0,7.500000000000009,14.530444852198306,5,3,2,2.5,3.8719983849682236,0.0
zone,pen_5bp,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,108,63,4,2,1,1,0.5000000000000084,1.2469054339169312,2,0,2,-2.0,-5.9818748315413055,0.0
band,pen_5bp,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,108,63,1,23,15,8,14.500000000000053,31.604995575335177,13,7,6,4.500000000000016,5.0925053340423325,0.0
band,pen_5bp,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,108,63,2,9,9,0,13.499999999999982,33.835255361761575,5,3,2,2.5,6.267428153002878,0.0
band,pen_5bp,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,108,63,3,4,4,0,6.000000000000005,12.142975650213637,3,1,2,-0.5,-2.1554840943090956,0.0
band,pen_5bp,DOGE/USDT:USDT,2h,1600128000000,1784678400000,2136.0,108,63,4,1,0,1,-1.0,-0.5872950949680275,1,0,1,-1.0,-2.6253741933464836,0.0
freeze,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,1,55,29,26,17.49999999999998,26.439568488253546,33,11,22,-5.499999999999986,-16.149991130337266,0.0
freeze,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,2,22,12,10,7.999999999999975,6.670226048478953,9,6,3,5.999999999999986,6.346141121912559,0.0
freeze,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,3,7,5,2,5.499999999999973,2.1369963298880235,5,1,4,-2.5000000000000053,-1.4924616494453655,0.0
freeze,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,4,4,2,2,1.0,-1.149527315249028,1,0,1,-1.0,-1.7180865150785345,0.0
freeze,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,5,2,1,1,0.5000000000000142,0.056880426573023946,0,0,0,0.0,0.0,0.0
freeze,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,6,1,0,1,-1.0,-0.6897016248111413,0,0,0,0.0,0.0,0.0
zone,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,1,58,32,26,21.999999999999932,30.93535757578748,34,9,25,-11.5,-23.655439798106208,0.0
zone,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,2,23,12,11,6.999999999999947,0.8515486834518753,7,5,2,5.499999999999986,6.313377355250701,0.0
zone,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,3,7,5,2,5.499999999999947,2.1565269086368644,4,1,3,-1.5000000000000056,-0.8432457065988992,0.0
zone,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,4,4,2,2,0.999999999999972,-1.129996736500187,1,0,1,-1.0,-1.7180865150785345,0.0
zone,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,5,2,1,1,0.499999999999986,0.07641100532186484,0,0,0,0.0,0.0,0.0
zone,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,6,1,0,1,-1.0,-0.7027220106437193,0,0,0,0.0,0.0,0.0
band,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,1,51,28,23,18.99999999999995,26.13947116068522,32,7,25,-14.5,-22.25545216616988,0.0
band,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,2,18,11,7,9.499999999999957,4.564244627017658,4,2,2,0.9999999999999964,1.2124124251632198,0.0
band,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,3,7,5,2,5.499999999999954,0.5039903588811585,1,0,1,-1.0,-0.5948030848845546,0.0
band,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,4,5,3,2,2.500000000000064,-1.129996736500187,0,0,0,0.0,0.0,0.0
band,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,5,2,1,1,0.499999999999986,0.07641100532186484,0,0,0,0.0,0.0,0.0
band,baseline,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,232,141,6,1,0,1,-1.0,-0.7027220106437193,0,0,0,0.0,0.0,0.0
freeze,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,1,50,24,26,9.999999999999977,16.430688048697043,30,10,20,-4.999999999999986,-14.763127636599892,0.0
freeze,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,2,16,11,5,11.49999999999996,12.238449836902918,8,3,5,-0.5000000000000142,2.6288197972973886,0.0
freeze,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,3,7,4,3,2.9999999999999885,0.6551413032787201,2,1,1,0.49999999999999445,0.5840932575392688,0.0
freeze,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,4,3,1,2,-0.4999999999999858,-1.928660331214612,1,0,1,-1.0,-1.7180865150785345,0.0
freeze,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,5,1,0,1,-1.0,-0.6897016248111413,0,0,0,0.0,0.0,0.0
zone,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,1,52,27,25,15.49999999999995,25.17016271381969,31,9,22,-8.5,-19.9127502982945,0.0
zone,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,2,18,11,7,9.499999999999932,4.322116048298893,7,3,4,0.4999999999999858,3.2949299449052467,0.0
zone,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,3,7,4,3,2.99999999999996,0.674671882027561,2,1,1,0.49999999999999445,0.5840932575392688,0.0
zone,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,4,3,1,2,-0.500000000000014,-1.909129752465771,1,0,1,-1.0,-1.7180865150785345,0.0
zone,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,5,1,0,1,-1.0,-0.7027220106437193,0,0,0,0.0,0.0,0.0
band,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,1,45,24,21,14.99999999999995,22.201050562727026,27,6,21,-12.000000000000004,-22.16122995055473,0.0
band,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,2,13,9,4,9.499999999999943,6.722912328944709,4,1,3,-1.5000000000000036,0.02826951149738899,0.0
band,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,3,6,3,3,1.4999999999999671,-0.9778646677281448,0,0,0,0.0,0.0,0.0
band,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,4,3,1,2,-0.500000000000014,-1.909129752465771,0,0,0,0.0,0.0,0.0
band,pen_5bp,DOGE/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,133,5,1,0,1,-1.0,-0.7027220106437193,0,0,0,0.0,0.0,0.0
freeze,baseline,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,59,36,1,16,11,5,11.500000000000012,33.754598496946905,7,4,3,3.000000000000014,4.512144454448457,0.0
freeze,baseline,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,59,36,2,9,3,6,-1.4999999999999971,-1.5355987579050847,3,1,2,-0.4999999999999951,-1.39576446701599,0.0
freeze,baseline,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,59,36,3,1,0,1,-1.0,-3.3409178620149693,1,0,1,-1.0,-2.2790448483780725,0.0
zone,baseline,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,59,36,1,18,10,8,7.0,17.078925224646625,7,3,4,0.5000000000000138,-0.5951432629489908,0.0
zone,baseline,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,59,36,2,9,3,6,-1.4999999999999971,-3.5747468648352614,3,1,2,-0.4999999999999951,-1.39576446701599,0.0
zone,baseline,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,59,36,3,1,0,1,-1.0,-3.3409178620149693,1,0,1,-1.0,-2.2790448483780725,0.0
band,baseline,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,59,36,1,11,7,4,6.500000000000009,16.495671010107962,4,4,0,5.999999999999995,9.786412062897696,0.0
band,baseline,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,59,36,2,4,3,1,3.4999999999999925,4.529383970042971,1,1,0,1.5000000000000049,3.143617272567111,0.0
band,baseline,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,59,36,3,2,1,1,0.5000000000000051,-3.0005845592983618,0,0,0,0.0,0.0,0.0
band,baseline,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,59,36,4,1,0,1,-1.0,-5.175235482198301,0,0,0,0.0,0.0,0.0
freeze,pen_5bp,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,55,33,1,14,9,5,8.500000000000009,26.008422532834597,7,4,3,3.0000000000000053,4.422578023662899,0.0
freeze,pen_5bp,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,55,33,2,7,2,5,-2.000000000000001,-2.327160081963787,3,1,2,-0.4999999999999951,-1.3286091348325995,0.0
freeze,pen_5bp,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,55,33,3,1,0,1,-1.0,-3.3409178620149693,1,0,1,-1.0,-2.2790448483780725,0.0
zone,pen_5bp,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,55,33,1,15,8,7,4.9999999999999964,11.55073530568109,7,3,4,0.5000000000000138,-0.5951432629489908,0.0
zone,pen_5bp,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,55,33,2,7,2,5,-2.000000000000001,-4.366308188893964,3,1,2,-0.4999999999999951,-1.39576446701599,0.0
zone,pen_5bp,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,55,33,3,1,0,1,-1.0,-3.3409178620149693,1,0,1,-1.0,-2.2790448483780725,0.0
band,pen_5bp,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,55,33,1,9,6,3,6.000000000000005,15.499076868895738,4,4,0,5.999999999999995,9.736581380634988,0.0
band,pen_5bp,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,55,33,2,3,2,1,2.0000000000000013,3.4285942350893333,1,1,0,1.5000000000000049,3.143617272567111,0.0
band,pen_5bp,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,55,33,3,2,1,1,0.5000000000000051,-3.942715295930665,0,0,0,0.0,0.0,0.0
band,pen_5bp,LINK/USDT:USDT,4h,1600128000000,1784678400000,2136.0,55,33,4,1,0,1,-1.0,-6.117366218830604,0,0,0,0.0,0.0,0.0
freeze,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,1,27,16,11,13.000000000000018,15.563208871127852,11,4,7,-0.9999999999999889,-1.8885939483465952,0.0
freeze,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,2,14,5,9,-1.4999999999999925,0.8673827834445653,4,3,1,3.500000000000005,10.998736317400187,0.0
freeze,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,3,3,0,3,-3.0,-9.963898538493424,2,1,1,0.5,-0.3586522356822279,0.0
freeze,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,4,0,0,0,0.0,0.0,1,1,0,1.5,1.9203926126958446,0.0
freeze,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,5,0,0,0,0.0,0.0,1,0,1,-1.0,-1.46356174179723,0.0
zone,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,1,28,15,13,9.500000000000004,14.455262764145303,12,4,8,-1.9999999999999831,-4.2213921983833815,0.0
zone,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,2,15,6,9,-2.6645352591003757e-15,3.8894174907205326,4,3,1,3.500000000000011,11.068392030761114,0.0
zone,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,3,4,1,3,-1.5,-6.660855457135886,2,1,1,0.500000000000006,-0.2889965223213009,0.0
zone,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,4,1,0,1,-1.0,-2.385328720905027,1,0,1,-1.0,-1.5099988840378358,0.0
band,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,1,20,11,9,7.500000000000016,10.758004225042253,10,5,5,2.5000000000000173,4.7152349162782,0.0
